,Title,Image,Description,Genre,Duration,Date,ID,text,k_means
1398,Our World War - 3. War Machine,https://ichef.bbci.co.uk/images/ic/1200x675/p024m1cm.jpg,"At the Battle of Amiens, a tank commander and his crew must storm through enemy lines.",drama-and-soaps,57 mins,9pm 21 Aug 2014,1398,Battle Amiens tank commander crew storm enemy line,0
1399,Waking the Dead - Series 9: 10. Waterloo - Part 2,https://ichef.bbci.co.uk/images/ic/1200x675/p075nj84.jpg,Time is running out for Boyd as he fights for justice against a powerful adversary.,drama-and-soaps,60 mins,9pm 11 Apr 2011,1399,time run Boyd fight justice powerful adversary,3
1400,Captain America: The Winter Soldier,https://ichef.bbci.co.uk/images/ic/1200x675/p09sjjsf.jpg,Captain America teams up with Black Widow to get to the bottom of a conspiracy.,drama-and-soaps,126 mins,2014,1400,Captain America team Black Widow conspiracy,12
1401,Wolf Hall - 6. Masters of Phantoms,https://ichef.bbci.co.uk/images/ic/1200x675/p02k9cdj.jpg,"After uncovering treasonable offences, Cromwell exacts the ultimate revenge.",drama-and-soaps,59 mins,9pm 25 Feb 2015,1401,uncover treasonable offence Cromwell exact ultimate revenge,0
1402,Waterloo Road - Series 10: Episode 20,https://ichef.bbci.co.uk/images/ic/1200x675/p02l6z11.jpg,"It's consultation day, the final chance to stop the school merging with Havelock High.",drama-and-soaps,57 mins,8:30pm 9 Mar 2015,1402,consultation day final chance stop school merge Havelock high,9
1403,Atlantis - Series 2: 12. The Queen Must Die,https://ichef.bbci.co.uk/images/ic/1200x675/p038w7v3.jpg,"Jason and Ariadne return to Atlantis to take the throne, but the battle is not over yet.",drama-and-soaps,86 mins,22 May 2015,1403,Jason Ariadne return Atlantis throne battle,0
1404,Don't Take My Baby,https://ichef.bbci.co.uk/images/ic/1200x675/p07jj5db.jpg,Factual drama about a disabled couple's agonising struggle to keep their newborn baby.,drama-and-soaps,57 mins,9pm 20 Jul 2015,1404,factual drama disabled couple agonising struggle newborn baby,0
1405,Effie Gray,https://ichef.bbci.co.uk/images/ic/1200x675/p05m6cbx.jpg,"Dakota Fanning stars as Effie Gray, who at 19 became the wife of John Ruskin (Greg Wise).",drama-and-soaps,99 mins,2014,1405,Dakota Fanning star Effie Gray 19 wife John Ruskin Greg Wise,0
1406,The Young Montalbano - Series 2: 6. An Apricot,https://ichef.bbci.co.uk/images/ic/1200x675/p03h84rc.jpg,"Everything is ready for Salvo's move to Genova - except, it would seem, Salvo himself.",drama-and-soaps,104 mins,6 Feb 2016,1406,ready Salvo Genova Salvo,0
1407,Happy Valley - Series 2: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p03lxfkh.jpg,"Catherine confronts Frances, while John's torment leads him to desperate measures.",drama-and-soaps,60 mins,9pm 15 Mar 2016,1407,catherine confront france John torment lead desperate measure,0
1408,The Musketeers - Series 3: 10. We Are the Garrison,https://ichef.bbci.co.uk/images/ic/1200x675/p042j8d4.jpg,The Musketeers fight to save the people they love after Grimaud declares war.,drama-and-soaps,55 mins,9pm 1 Aug 2016,1408,Musketeers fight save people love Grimaud declare war,13
1409,The Fall - Series 3: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p08xsg2n.jpg,The series concludes as Gibson and Anderson put fresh evidence to Spector.,drama-and-soaps,59 mins,9pm 28 Oct 2016,1409,series conclude Gibson Anderson fresh evidence Spector,0
1410,Ordinary Lies - Series 2: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p04ghqfh.jpg,Jenna's life is turned upside down when her ex-con sister comes back on the scene.,drama-and-soaps,58 mins,22 Nov 2016,1410,Jenna life turn upside ex con sister come scene,0
1411,The Missing - Series 2: 8. The Mountain,https://ichef.bbci.co.uk/images/ic/1200x675/p04hbfq2.jpg,Sam and Gemma are pulling together and join Julien in a desperate race against time.,drama-and-soaps,59 mins,9pm 30 Nov 2016,1411,Sam Gemma pull join Julien desperate race time,3
1412,Jonathan Creek - Daemons' Roost,https://ichef.bbci.co.uk/images/ic/1200x675/p04kmzx2.jpg,A young woman is haunted by the deaths of her mother and two sisters.,drama-and-soaps,89 mins,9pm 28 Dec 2016,1412,young woman haunt death mother sister,0
1413,Sherlock - Series 4: 3. The Final Problem,https://ichef.bbci.co.uk/images/ic/1200x675/p04p0901.jpg,"Alone and defenceless, Sherlock and Dr Watson face their greatest ever challenge.",drama-and-soaps,89 mins,9pm 15 Jan 2017,1413,defenceless Sherlock Dr Watson face great challenge,0
1414,Taboo - Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p04tgyxg.jpg,The Crown unleashes one final plan to destroy James.,drama-and-soaps,57 mins,25 Feb 2017,1414,Crown unleash final plan destroy James,0
1415,Queers - Series 1: 8. Something Borrowed,https://ichef.bbci.co.uk/images/ic/1200x675/p059l3d1.jpg,"Steve prepares his wedding speech. But now the big day is here, what has been won?",drama-and-soaps,19 mins,3 Aug 2017,1415,Steve prepare wedding speech big day win,9
1416,McMafia - Series 1: Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p05xnv5f.jpg,The final showdown takes place in Moscow.,drama-and-soaps,59 mins,9pm 11 Feb 2018,1416,final showdown take place Moscow,0
1417,The Bridge - Series 4: Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p06bmtg4.jpg,"As Henrik and Astrid attempt to bond, Saga gets a breakthrough in the case.",drama-and-soaps,58 mins,29 Jun 2018,1417,Henrik Astrid attempt bond Saga get breakthrough case,0
1418,A Very English Scandal - Series 1: Episode 3,https://ichef.bbci.co.uk/images/ic/1200x675/p068jtgy.jpg,Norman Scott publicly accuses Jeremy Thorpe of being behind a plot to kill him.,drama-and-soaps,58 mins,9pm 3 Jun 2018,1418,Norman Scott publicly accuse Jeremy Thorpe plot kill,0
1419,"Happy New Year, Colin Burstead",https://ichef.bbci.co.uk/images/ic/1200x675/p06vhl5k.jpg,Middle-aged Colin organises a New Year's Eve gathering for his extended family.,drama-and-soaps,89 mins,2018,1419,middle aged Colin organise New Year Eve gathering extended family,1
1420,Luther - Series 5: Episode 4,https://ichef.bbci.co.uk/images/ic/1200x675/p06w2q83.jpg,"Luther can no longer keep his troubles out of the case, as a macabre masterpiece unfolds.",drama-and-soaps,57 mins,9pm 4 Jan 2019,1420,Luther long trouble case macabre masterpiece unfold,0
1421,The Midnight Gang,https://ichef.bbci.co.uk/images/ic/1200x675/p07jh17w.jpg,Tom is hit on the head by a cricket ball and finds himself in St Hugo's Hospital.,drama-and-soaps,63 mins,7:30pm 26 Dec 2018,1421,Tom hit head cricket ball find St Hugo Hospital,3
1422,Les Miserables - Series 1: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p06zffbm.jpg,The revolutionaries fight on. Valjean seeks Marius at the barricade. Javert is in turmoil.,drama-and-soaps,73 mins,9pm 3 Feb 2019,1422,revolutionary fight valjean seek Marius barricade Javert turmoil,0
1423,Soon Gone: A Windrush Chronicle - Series 1: 8. Michaela 2019,https://ichef.bbci.co.uk/images/ic/1200x675/p070n2q2.jpg,Teenager Michaela Williams has always considered herself black but looks white.,drama-and-soaps,13 mins,10:15pm 20 Feb 2019,1423,Teenager Michaela Williams consider black look white,2
1424,Lady Macbeth,https://ichef.bbci.co.uk/images/ic/1200x675/p091vpfz.jpg,"Newly married to a rich industrialist, Katherine finds herself starved of companionship.",drama-and-soaps,82 mins,2016,1424,newly married rich industrialist Katherine find starve companionship,3
1425,The Victim - Series 1: Episode 4,https://ichef.bbci.co.uk/images/ic/1200x675/p0759l44.jpg,"The jury reaches a verdict, and Anna and Craig have to face each other - and the truth.",drama-and-soaps,56 mins,11 Apr 2019,1425,jury reach verdict Anna Craig face truth,0
1426,MotherFatherSon - Series 1: Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p076vx8c.jpg,Kathryn must make a decision on Max’s offer as the nation goes to the polls.,drama-and-soaps,59 mins,9pm 24 Apr 2019,1426,Kathryn decision Max offer nation go poll,0
1427,The Light between Oceans,https://ichef.bbci.co.uk/images/ic/1200x675/p07jj19l.jpg,A rowboat brings a terrible dilemma into the lives of war veteran Tom and his wife Isabel.,drama-and-soaps,124 mins,2016,1427,rowboat bring terrible dilemma life war veteran Tom wife Isabel,13
1428,Years and Years - Series 1: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p07cwx16.jpg,"Viv Rook tightens her grip, but can one ordinary family hope to change the world?",drama-and-soaps,58 mins,9pm 18 Jun 2019,1428,Viv Rook tighten grip ordinary family hope change world,1
1429,EastEnders: Iconic Episodes - Walford Pride,https://ichef.bbci.co.uk/images/ic/1200x675/p07f531b.jpg,The residents of Albert Square celebrate Walford’s first ever Gay Pride.,drama-and-soaps,27 mins,8:30pm 5 Jul 2019,1429,resident Albert Square celebrate Walford Gay Pride,5
1430,Gentleman Jack - Series 1: Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p07fs5l4.jpg,Difficult news from Shibden threatens to call Anne Lister back from Denmark.,drama-and-soaps,59 mins,7 Jul 2019,1430,difficult news Shibden threaten Anne Lister Denmark,0
1431,Darkness: Those Who Kill - Series 1: Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p07nnsx8.jpg,Jan and Louise find Anders. Louise fears that Stine's family is in danger. ,drama-and-soaps,43 mins,9:40pm 21 Sep 2019,1431,Jan Louise find Anders Louise fear Stine family danger,1
1432,Peaky Blinders - Series 5: 6. Mr Jones,https://ichef.bbci.co.uk/images/ic/1200x675/p07nn8k8.jpg,"Tommy puts his plan for Oswald Mosley into action, but has he underestimated his opponent?",drama-and-soaps,65 mins,22 Sep 2019,1432,Tommy put plan Oswald Mosley action underestimate opponent,0
1433,The Spy Gone North,https://ichef.bbci.co.uk/images/ic/1200x675/p09wjg0m.jpg,A soldier goes undercover to find out if the North Koreans are developing nuclear weapons.,drama-and-soaps,129 mins,2018,1433,soldier go undercover find North Koreans develop nuclear weapon,3
1434,Dublin Murders - Series 1: Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p07scvbj.jpg,The finale finds Rob and Cassie forced into a face-to-face reunion.,drama-and-soaps,58 mins,9pm 5 Nov 2019,1434,finale find Rob Cassie force face face reunion,3
1435,The Program,https://ichef.bbci.co.uk/images/ic/1200x675/p0bp2fld.jpg,Lance Armstrong's journey to the top of world cycling and his dramatic fall from grace.,drama-and-soaps,95 mins,2015,1435,Lance Armstrong journey world cycling dramatic fall grace,0
1436,Responsible Child,https://ichef.bbci.co.uk/images/ic/1200x675/p07xkdc3.jpg,A young boy on the cusp of adolescence finds himself standing trial for murder.,drama-and-soaps,86 mins,9pm 16 Dec 2019,1436,young boy cusp adolescence find stand trial murder,3
1437,The Wee Man,https://ichef.bbci.co.uk/images/ic/1200x675/p09r93qr.jpg,Teenager Paul is hired by a mob boss and proceeds to rise through the ranks.,drama-and-soaps,99 mins,2013,1437,Teenager Paul hire mob boss proceed rise rank,0
1438,Eadar na Dha: 1918-1935/Clash of Futures: 1918-1935 - Series 1: 1. Maireadh Beò/Surviving,https://ichef.bbci.co.uk/images/ic/1200x675/p084tyry.jpg,11 November 1918. The Great War is finally over. A new era is about to start.,drama-and-soaps,53 mins,10pm 28 Feb 2020,1438,11 November 1918 Great War finally new era start,13
1439,Last Tango in Halifax - Series 5: Episode 4,https://ichef.bbci.co.uk/images/ic/1200x675/p086ks56.jpg,"Gillian is pushed to breaking point at the farm, while Ted has an adventure.",drama-and-soaps,59 mins,9pm 15 Mar 2020,1439,Gillian push break point farm Ted adventure,0
1440,Hidden - Series 2: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p0863809.jpg,Cadi and Mia come face to face - the hunter and the hunted.,drama-and-soaps,58 mins,9pm 17 Mar 2020,1440,Cadi Mia come face face hunter hunted,0
1441,London Kills - Series 2: 5. Capture,https://ichef.bbci.co.uk/images/ic/1200x675/p087jvcb.jpg,The man who knew the fate of DI Bradford’s wife is found dead.,drama-and-soaps,46 mins,2:15pm 3 Apr 2020,1441,man know fate DI Bradford wife find dead,3
1442,The Nest - Series 1: Episode 5,https://ichef.bbci.co.uk/images/ic/1200x675/p088w3q1.jpg,"Dan aggressively fights Kaya for parental rights, but could it lead to his downfall?",drama-and-soaps,56 mins,9pm 13 Apr 2020,1442,Dan aggressively fight Kaya parental right lead downfall,0
1443,The Conversation,https://ichef.bbci.co.uk/images/ic/1200x675/p089l4sw.jpg,Gene Hackman stars as a surveillance expert whose work and private life become entangled.,drama-and-soaps,109 mins,1974,1443,Gene Hackman star surveillance expert work private life entangled,0
1444,The Deer Hunter,https://ichef.bbci.co.uk/images/ic/1200x675/p089knhg.jpg,Three friends from a steel town in Pennsylvania suffer the traumas of the Vietnam War.,drama-and-soaps,175 mins,1978,1444,friend steel town Pennsylvania suffer trauma Vietnam War,13
1445,Twin - Series 1: Episode 8,https://ichef.bbci.co.uk/images/ic/1200x675/p08b26kl.jpg,Day eight. Frank lacks one last piece of evidence but faces unexpected resistance.,drama-and-soaps,44 mins,9:45pm 25 Apr 2020,1445,day Frank lack piece evidence face unexpected resistance,9
1446,Our Girl - Series 4: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p08b60qm.jpg,Election day spells danger for Georgie and 2 Section.,drama-and-soaps,57 mins,9pm 28 Apr 2020,1446,election day spell danger Georgie 2 section,9
1447,State of Happiness - Series 1: 8. The Oil Capital,https://ichef.bbci.co.uk/images/ic/1200x675/p08dhgvw.jpg,Parliament votes on which city is to become the oil capital of Norway.,drama-and-soaps,47 mins,9:45pm 23 May 2020,1447,parliament vote city oil capital Norway,0
1448,The Heights - Series 1: Episode 5,https://ichef.bbci.co.uk/images/ic/1200x675/p08gkrg8.jpg,Several sleep-deprived residents face awkward encounters.,drama-and-soaps,26 mins,1:45pm 19 Jun 2020,1448,sleep deprive resident face awkward encounter,0
1449,Rush,https://ichef.bbci.co.uk/images/ic/1200x675/p08k2f7f.jpg,The story of the rivalry between 1970s F1 champions Niki Lauda and James Hunt.,drama-and-soaps,110 mins,2013,1449,story rivalry 1970s F1 champion Niki Lauda James Hunt,14
1450,I May Destroy You - Series 1: 12. Ego Death,https://ichef.bbci.co.uk/images/ic/1200x675/p08k3fd7.jpg,"Recalling her assault once again, Arabella faces the last of her demons.",drama-and-soaps,35 mins,13 Jul 2020,1450,recall assault Arabella face demon,0
1451,Dangerous Liaisons,https://ichef.bbci.co.uk/images/ic/1200x675/p08mckv3.jpg,Two 18th-century French aristocrats play a cruel game of seduction.,drama-and-soaps,113 mins,1988,1451,18th century french aristocrat play cruel game seduction,0
1452,The Railway Man,https://ichef.bbci.co.uk/images/ic/1200x675/p08my9nx.jpg,A former WWII POW discovers that the Japanese officer who tortured him is still alive.,drama-and-soaps,106 mins,2013,1452,WWII POW discover japanese officer torture alive,1
1453,The Notebook,https://ichef.bbci.co.uk/images/ic/1200x675/p08phs5c.jpg,"In the run-up to WWII, a young couple's relationship falls foul of class prejudice.",drama-and-soaps,115 mins,2004,1453,run WWII young couple relationship fall foul class prejudice,0
1454,A Suitable Boy - Series 1: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p08p12k9.jpg,"Lata decides her future, as Maan faces up to his crime.",drama-and-soaps,59 mins,9pm 24 Aug 2020,1454,lata decide future Maan face crime,11
1455,Strike - Lethal White: Episode 4,https://ichef.bbci.co.uk/images/ic/1200x675/p08r25jc.jpg,"Robin admits the truth to Strike, and a valuable clue helps them solve the case.",drama-and-soaps,58 mins,9pm 13 Sep 2020,1455,Robin admit truth Strike valuable clue help solve case,11
1456,The Searchers,https://ichef.bbci.co.uk/images/ic/1200x675/p0b0k64y.jpg,"Believing the Comanche have abducted his niece, embittered Ethan sets out to save her.",drama-and-soaps,114 mins,1956,1456,believe Comanche abduct niece embitter Ethan set save,0
1457,Rio Bravo,https://ichef.bbci.co.uk/images/ic/1200x675/p0bkv11f.jpg,Holding a killer spells trouble for Sheriff Chance in a remote Texan town.,drama-and-soaps,135 mins,1959,1457,hold killer spell trouble Sheriff Chance remote Texan town,0
1458,Inspector Montalbano - The Safety Net,https://ichef.bbci.co.uk/images/ic/1200x675/p08v4r89.jpg,"Montalbano investigates some perplexing old home movies.
",drama-and-soaps,101 mins,9pm 17 Oct 2020,1458,"Montalbano investigate perplex old home movie 
",7
1459,Apostasy,https://ichef.bbci.co.uk/images/ic/1200x675/p08w4fgk.jpg,A member of a Jehovah's Witness congregation is challenged when her sister transgresses.,drama-and-soaps,90 mins,2015,1459,member Jehovah Witness congregation challenge sister transgress,0
1460,Amundsen,https://ichef.bbci.co.uk/images/ic/1200x675/p08yzglx.jpg,Film drama that tells the life story of Norwegian polar explorer Roald Amundsen.,drama-and-soaps,117 mins,2019,1460,film drama tell life story norwegian polar explorer Roald Amundsen,14
1461,Small Axe - Series 1: Education,https://ichef.bbci.co.uk/images/ic/1200x675/p08zqc8x.jpg,"The story of 12-year-old Kingsley, a victim of an unofficial segregation policy.",drama-and-soaps,63 mins,9pm 13 Dec 2020,1461,story 12 year old Kingsley victim unofficial segregation policy,12
1462,His Dark Materials - Series 2: 7. Æsahættr,https://ichef.bbci.co.uk/images/ic/1200x675/p090pr2l.jpg,"As all paths converge on Cittàgazze, Will and Lyra’s lives are changed forever.",drama-and-soaps,48 mins,7:10pm 20 Dec 2020,1462,path converge Cittàgazze lyra life change forever,0
1463,Entebbe,https://ichef.bbci.co.uk/images/ic/1200x675/p09235cc.jpg,The true-life story of the Operation Entebbe rescue mission.,drama-and-soaps,99 mins,10:25pm 2 Jan 2021,1463,true life story Operation Entebbe rescue mission,14
1464,Young Guns,https://ichef.bbci.co.uk/images/ic/1200x675/p094gd6d.jpg,A group of young ranch hands set out to avenge their murdered employer.,drama-and-soaps,100 mins,1988,1464,group young ranch hand set avenge murder employer,0
1465,A Lonely Place to Die,https://ichef.bbci.co.uk/images/ic/1200x675/p094bkdv.jpg,A group of mountaineers discover a Serbian girl held captive in the Scottish Highlands.,drama-and-soaps,95 mins,10pm 23 Jan 2021,1465,group mountaineers discover serbian girl hold captive Scottish Highlands,1
1466,"The Gangster, the Cop, the Devil",https://ichef.bbci.co.uk/images/ic/1200x675/p098gzmj.jpg,"Jang realises there is a serial killer at large, randomly selecting his victims.",drama-and-soaps,103 mins,2019,1466,Jang realise serial killer large randomly select victim,0
1467,Jimmy McGovern's Moving On - Series 12: 5. More Than Words,https://ichef.bbci.co.uk/images/ic/1200x675/p0981qt6.jpg,"Rosie's deafness is getting worse, but husband Nathan is reluctant to learn sign language.",drama-and-soaps,45 mins,8 Mar 2021,1467,Rosie deafness get bad husband Nathan reluctant learn sign language,0
1468,My Feral Heart,https://ichef.bbci.co.uk/images/ic/1200x675/p099dmwd.jpg,A young man with Down’s syndrome is forced into a care home after the death of his mother.,drama-and-soaps,75 mins,2016,1468,young man syndrome force care home death mother,7
1469,Bloodlands - Series 1: Episode 4,https://ichef.bbci.co.uk/images/ic/1200x675/p0993txd.jpg,Jackie fights the interrogation as the pressure mounts on Tom to get to the truth.,drama-and-soaps,55 mins,9pm 14 Mar 2021,1469,Jackie fight interrogation pressure mount Tom truth,0
1470,Red Joan,https://ichef.bbci.co.uk/images/ic/1200x675/p09c8bxp.jpg,Octogenarian Joan Stanley is arrested and accused of having worked as a Soviet spy.,drama-and-soaps,93 mins,2019,1470,Octogenarian Joan Stanley arrest accuse have work soviet spy,0
1471,Lights Up - J'Ouvert,https://ichef.bbci.co.uk/images/ic/1200x675/p09f67f2.jpg,An award-winning play about the epic journey of two friends at the Notting Hill Carnival.,drama-and-soaps,98 mins,10pm 26 Apr 2021,1471,award win play epic journey friend Notting Hill Carnival,9
1472,Line of Duty - Series 6: Episode 7,https://ichef.bbci.co.uk/images/ic/1200x675/p09g02wp.jpg,AC-12 close in on 'H'.,drama-and-soaps,58 mins,9pm 2 May 2021,1472,AC-12 close h,0
1473,The Syndicate - Series 4: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p09g04k6.jpg,The syndicate return home to find an unexpected welcome party waiting for them.,drama-and-soaps,59 mins,9pm 4 May 2021,1473,syndicate return home find unexpected welcome party wait,7
1474,A Farewell to Arms,https://ichef.bbci.co.uk/images/ic/1200x675/p09gt3zz.jpg,An American serving as an ambulance driver during World War I falls in love with a nurse.,drama-and-soaps,75 mins,1932,1474,american serve ambulance driver World War fall love nurse,13
1475,Three Families - Series 1: Episode 2,https://ichef.bbci.co.uk/images/ic/1200x675/p09gpf3h.jpg,Hannah’s fight to change the law catapults her to the centre of the controversial debate.,drama-and-soaps,59 mins,10 May 2021,1475,Hannah fight change law catapult centre controversial debate,0
1476,Danny Boy,https://ichef.bbci.co.uk/images/ic/1200x675/p09gqf1m.jpg,The true story of a soldier’s journey from war hero to alleged war criminal.,drama-and-soaps,84 mins,12 May 2021,1476,true story soldier journey war hero allege war criminal,13
1477,Together,https://ichef.bbci.co.uk/images/ic/1200x675/p09ksk2d.jpg,A couple are forced to re-evaluate themselves and their relationship through lockdown.,drama-and-soaps,87 mins,9pm 17 Jun 2021,1477,couple force evaluate relationship lockdown,0
1478,Every Day,https://ichef.bbci.co.uk/images/ic/1200x675/p09nf94d.jpg,"A teenage girl falls in love with an entity called A, who inhabits a new body every day.",drama-and-soaps,89 mins,2018,1478,teenage girl fall love entity call inhabit new body day,9
1479,"Everything, Everything",https://ichef.bbci.co.uk/images/ic/1200x675/p09nk8zr.jpg,17-year-old Maddy's constrained life is transformed with the arrival of neighbour Olly.,drama-and-soaps,88 mins,2017,1479,17 year old Maddy constrain life transform arrival neighbour Olly,12
1480,Equals,https://ichef.bbci.co.uk/images/ic/1200x675/p09qml6p.jpg,"In a future society, citizens are mentally stabilised, and all emotions are eradicated.",drama-and-soaps,92 mins,2015,1480,future society citizen mentally stabilise emotion eradicate,0
1481,The Peanut Butter Falcon,https://ichef.bbci.co.uk/images/ic/1200x675/p09r63dv.jpg,A young man with Down syndrome tries to pursue his dream of becoming a wrestler.,drama-and-soaps,89 mins,2019,1481,young man syndrome try pursue dream wrestler,0
1482,Destroyer,https://ichef.bbci.co.uk/images/ic/1200x675/p09rr46k.jpg,LAPD detective Erin Bell goes on a last-ditch personal mission. Starring Nicole Kidman.,drama-and-soaps,112 mins,2019,1482,LAPD detective Erin Bell go ditch personal mission star Nicole Kidman,0
1483,Giant Little Ones,https://ichef.bbci.co.uk/images/ic/1200x675/p09rrydd.jpg,The lives of two teenagers are upended after an unexpected incident at a birthday party.,drama-and-soaps,85 mins,2019,1483,life teenager upended unexpected incident birthday party,7
1484,The Keeper,https://ichef.bbci.co.uk/images/ic/1200x675/p09tvgks.jpg,"At the end of WWII, Bert Trautmann stays in the UK for love and a football career.",drama-and-soaps,109 mins,2018,1484,end WWII Bert Trautmann stay UK love football career,8
1485,Boy Erased,https://ichef.bbci.co.uk/images/ic/1200x675/p09wgtq5.jpg,"Jared Eamons, the son of a Baptist pastor, is send to undergo conversion therapy.",drama-and-soaps,106 mins,2018,1485,Jared Eamons son baptist pastor send undergo conversion therapy,0
1486,Vigil - Series 1: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p09wmp16.jpg,Amy is trapped and running out of time. The crew must find the traitor to avert disaster.,drama-and-soaps,55 mins,26 Sep 2021,1486,Amy trap run time crew find traitor avert disaster,3
1487,"Silent Witness - Series 24: 10. Matters of Life and Death, Part 2",https://ichef.bbci.co.uk/images/ic/1200x675/p09x7mc6.jpg,"Stranded in the flooded care home, Jack and Simone fight to keep the residents alive.",drama-and-soaps,59 mins,5 Oct 2021,1487,strand flooded care home Jack Simone fight resident alive,7
1488,Young Ahmed,https://ichef.bbci.co.uk/images/ic/1200x675/p09yddvj.jpg,A Belgian teenager embraces an extremist interpretation of his faith.,drama-and-soaps,79 mins,2019,1488,belgian teenager embrace extremist interpretation faith,0
1489,The Trick,https://ichef.bbci.co.uk/images/ic/1200x675/p09yb658.jpg,A thriller with an unseen enemy. Systemic climate change denial is brought to the fore.,drama-and-soaps,89 mins,8:30pm 18 Oct 2021,1489,thriller unseen enemy systemic climate change denial bring fore,0
1490,ear for eye,https://ichef.bbci.co.uk/images/ic/1200x675/p09ymsdd.jpg,"An examination of the black experience by UK and US individuals in
today's society.",drama-and-soaps,84 mins,10:15pm 16 Oct 2021,1490,"examination black experience UK individual 
 today society",8
1491,Wildlife,https://ichef.bbci.co.uk/images/ic/1200x675/p0b0vsqz.jpg,Fourteen-year-old Joe Brinson moves with his mother and father to a small town in Montana.,drama-and-soaps,98 mins,2018,1491,fourteen year old Joe Brinson move mother father small town Montana,12
1492,Teen Spirit,https://ichef.bbci.co.uk/images/ic/1200x675/p0b066rk.jpg,Shy teenager Violet sees a chance to fulfil her dreams but fears her mother's disapproval.,drama-and-soaps,87 mins,2018,1492,shy teenager Violet see chance fulfil dream fear mother disapproval,0
1493,The Sun Is Also a Star,https://ichef.bbci.co.uk/images/ic/1200x675/p0b05m2j.jpg,The lives of two teens collide after a chance meeting in Grand Central Station.,drama-and-soaps,92 mins,2019,1493,life teen collide chance meeting Grand Central Station,0
1494,Let the Right One In,https://ichef.bbci.co.uk/images/ic/1200x675/p0b033lq.jpg,"When a girl named Eli moves in next door to lonely and bullied Oscar, the two form a bond.",drama-and-soaps,107 mins,2008,1494,girl name Eli move door lonely bully Oscar form bond,0
1495,Shetland - Series 6: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p0b500ml.jpg,Perez must put Duncan out of his mind as he closes in on Galbraith’s killer.,drama-and-soaps,58 mins,24 Nov 2021,1495,Perez Duncan mind close Galbraith killer,0
1496,Stieg Larsson's Millennium - Series 1: 6. The Girl Who Kicked the Hornet's Nest - Part 2,https://ichef.bbci.co.uk/images/ic/1200x675/p0b6hhph.jpg,Lisbeth goes on trial as Mikael races against time to gather information to acquit her.,drama-and-soaps,89 mins,11pm 11 Dec 2021,1496,Lisbeth go trial Mikael race time gather information acquit,3
1497,Run,https://ichef.bbci.co.uk/images/ic/1200x675/p0b7k58r.jpg,An after-dark joyride drives a small-town fish worker to risk everything.,drama-and-soaps,72 mins,10pm 11 Dec 2021,1497,dark joyride drive small town fish worker risk,0
1498,A Ghost Story for Christmas: The Mezzotint,https://ichef.bbci.co.uk/images/ic/1200x675/p0b7zssy.jpg,"In 1923, Edward Williams receives an engraving, but the picture is not what it seems.",drama-and-soaps,29 mins,10:30pm 24 Dec 2021,1498,1923 Edward Williams receive engraving picture,0
1499,Judy,https://ichef.bbci.co.uk/images/ic/1200x675/p0b8rsw6.jpg,Judy Garland arrives in London in the winter of 1968 to perform a series of concerts.,drama-and-soaps,109 mins,2019,1499,Judy Garland arrive London winter 1968 perform series concert,0
1500,Four Lives - Series 1: Episode 3,https://ichef.bbci.co.uk/images/ic/1200x675/p0bcpx84.jpg,A fourth man’s body is found. Will anyone be brought to justice?,drama-and-soaps,59 mins,3 Jan 2022,1500,fourth man body find bring justice,3
1501,Doctor Who - Eve of the Daleks,https://ichef.bbci.co.uk/images/ic/1200x675/p0b9q8h2.jpg,"On New Year’s Eve, an executioner Dalek instigates a deadly countdown to midnight.",drama-and-soaps,58 mins,7pm 1 Jan 2022,1501,New Year Eve executioner Dalek instigate deadly countdown midnight,14
1502,Rory's Way,https://ichef.bbci.co.uk/images/ic/1200x675/p0bb1css.jpg,Moving drama about an ageing Scotsman who visits his estranged son and family in America.,drama-and-soaps,103 mins,9pm 2 Jan 2022,1502,move drama age Scotsman visit estranged son family America,1
1503,Father Brown - Series 9: 10. The Red Death,https://ichef.bbci.co.uk/images/ic/1200x675/p0bf80xk.jpg,Lady Felicia’s lavish New Year ball is ruined when a VIP is murdered.,drama-and-soaps,45 mins,1:45pm 14 Jan 2022,1503,Lady Felicia lavish New Year ball ruin vip murder,14
